Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Soyabean,2019,Kharif     ,Meghalaya,1873,3570,3844.4,321706.48,693.01,2.148181818
Sugarcane,2019,Whole Year ,Meghalaya,128,384,3844.4,21985.28,47.36,2.675
Sweet potato,2019,Kharif     ,Meghalaya,4734,15842,3844.4,813111.84,1751.58,3.699090909
Tapioca,2019,Kharif     ,Meghalaya,5424,35658,3844.4,931626.24,2006.88,7.553636364
Tobacco,2019,Rabi       ,Meghalaya,803,798,3844.4,137923.28,297.11,1.056666667
Turmeric,2019,Whole Year ,Meghalaya,2980,18614,3844.4,511844.8,1102.6,5.923636364
Wheat,2019,Rabi       ,Meghalaya,464,898,3844.4,79696.64,171.68,1.638
Arecanut,2019,Whole Year ,Goa,1971,3704,4489.5,338538.96,729.27,1.965
Banana,2019,Whole Year ,Goa,2460,30898,4489.5,422529.6,910.2,13.095
Black pepper,2019,Whole Year ,Goa,843,315,4489.5,144793.68,311.91,0.37
Cashewnut,2019,Whole Year ,Goa,56476,28630,4489.5,9700317.76,20896.12,0.485
Coconut ,2019,Whole Year ,Goa,26542,167000000,4489.5,4558853.92,9820.54,6359.69
Groundnut,2019,Kharif     ,Goa,2,5,4489.5,343.52,0.74,2.5
Groundnut,2019,Rabi       ,Goa,168,426,4489.5,28855.68,62.16,2.54
Other  Rabi pulses,2019,Rabi       ,Goa,4397,3855,4489.5,755228.72,1626.89,0.88
Other Kharif pulses,2019,Kharif     ,Goa,1,0,4489.5,171.76,0.37,0
Rice,2019,Kharif     ,Goa,24411,60556,4489.5,4192833.36,9032.07,2.475
Rice,2019,Rabi       ,Goa,10287,29819,4489.5,1766895.12,3806.19,2.95
Sugarcane,2019,Whole Year ,Goa,811,53708,4489.5,139297.36,300.07,70.115
Sweet potato,2019,Whole Year ,Goa,66,164,4489.5,11336.16,24.42,2.53
other oilseeds,2019,Whole Year ,Goa,684,1865,4489.5,117483.84,253.08,2.715
Arecanut,2019,Whole Year ,Karnataka,500522,5409381,1422.3,85969658.72,185193.14,10.7724
Arhar/Tur,2019,Kharif     ,Karnataka,1626389,1125991,1422.3,279348574.6,601763.93,0.657586207
Bajra,2019,Kharif     ,Karnataka,328048,355678,1422.3,56345524.48,121377.76,1.106666667
Bajra,2019,Summer     ,Karnataka,10904,11378,1422.3,1872871.04,4034.48,1.038518519
Black pepper,2019,Whole Year ,Karnataka,160774,63026,1422.3,27614542.24,59486.38,0.394705882
Cardamom,2019,Whole Year ,Karnataka,1939,301,1422.3,333042.64,717.43,0.105238095
Cashewnut,2019,Whole Year ,Karnataka,45546,64596,1422.3,7822980.96,16852.02,1.41962963
Castor seed,2019,Kharif     ,Karnataka,4144,3818,1422.3,711773.44,1533.28,0.904545455
Coconut ,2019,Whole Year ,Karnataka,610324,5030774000,1422.3,104829250.2,225819.88,8344.984
Coriander,2019,Whole Year ,Karnataka,608,300,1422.3,104430.08,224.96,0.48
Cotton(lint),2019,Kharif     ,Karnataka,803067,2319158,1422.3,137934787.9,297134.79,2.51
Cotton(lint),2019,Rabi       ,Karnataka,14393,10392,1422.3,2472141.68,5325.41,0.721363636
Cowpea(Lobia),2019,Kharif     ,Karnataka,30586,8678,1422.3,5253451.36,11316.82,0.299333333
Cowpea(Lobia),2019,Rabi       ,Karnataka,11051,5396,1422.3,1898119.76,4088.87,0.458928571
Cowpea(Lobia),2019,Summer     ,Karnataka,4103,983,1422.3,704731.28,1518.11,0.197407407
Dry chillies,2019,Kharif     ,Karnataka,74078,129238,1422.3,12723637.28,27408.86,1.992352941
Garlic,2019,Whole Year ,Karnataka,1706,8741,1422.3,293022.56,631.22,5.177727273
Ginger,2019,Whole Year ,Karnataka,22388,234176,1422.3,3845362.88,8283.56,10.60275862
Gram,2019,Rabi       ,Karnataka,908637,674750,1422.3,156067491.1,336195.69,0.7125
Groundnut,2019,Kharif     ,Karnataka,413854,369876,1422.3,71083563.04,153125.98,0.949285714
Groundnut,2019,Rabi       ,Karnataka,2809,6504,1422.3,482473.84,1039.33,2.31
Groundnut,2019,Summer     ,Karnataka,113518,127045,1422.3,19497851.68,42001.66,1.157307692
Horse-gram,2019,Kharif     ,Karnataka,93699,71326,1422.3,16093740.24,34668.63,0.775185185
Horse-gram,2019,Rabi       ,Karnataka,76212,50531,1422.3,13090173.12,28198.44,0.6675
Jowar,2019,Kharif     ,Karnataka,178585,235257,1422.3,30673759.6,66076.45,1.383793103
Jowar,2019,Rabi       ,Karnataka,730334,801928,1422.3,125442167.8,270223.58,1.095517241
Jowar,2019,Summer     ,Karnataka,5069,8457,1422.3,870651.44,1875.53,1.702857143
Linseed,2019,Rabi       ,Karnataka,818,399,1422.3,140499.68,302.66,0.381
Maize,2019,Kharif     ,Karnataka,1355321,4228095,1422.3,232789935,501468.77,3.572068966
Maize,2019,Rabi       ,Karnataka,114070,394898,1422.3,19592663.2,42205.9,3.466785714
Maize,2019,Summer     ,Karnataka,31000,122718,1422.3,5324560,11470,3.905357143
Mesta,2019,Whole Year ,Karnataka,55,0,1422.3,9446.8,20.35,0
Moong(Green Gram),2019,Kharif     ,Karnataka,392336,138221,1422.3,67387631.36,145164.32,0.298461538
Moong(Green Gram),2019,Rabi       ,Karnataka,11109,2731,1422.3,1908081.84,4110.33,0.215416667
Moong(Green Gram),2019,Summer     ,Karnataka,310,51,1422.3,53245.6,114.7,0.088571429
Niger seed,2019,Kharif     ,Karnataka,999,245,1422.3,171588.24,369.63,0.207083333
Onion,2019,Kharif     ,Karnataka,155401,1255733,1422.3,26691675.76,57498.37,8.256153846
Onion,2019,Rabi       ,Karnataka,36940,515416,1422.3,6344814.4,13667.8,13.21884615
Onion,2019,Summer     ,Karnataka,10300,119070,1422.3,1769128,3811,11.37333333
Other  Rabi pulses,2019,Rabi       ,Karnataka,13219,12415,1422.3,2270495.44,4891.03,0.855
Other Kharif pulses,2019,Kharif     ,Karnataka,37740,30652,1422.3,6482222.4,13963.8,0.788333333
Potato,2019,Kharif     ,Karnataka,17797,124958,1422.3,3056812.72,6584.89,7.178214286
Potato,2019,Rabi       ,Karnataka,4477,69340,1422.3,768969.52,1656.49,15.27291667
Potato,2019,Summer     ,Karnataka,458,7162,1422.3,78666.08,169.46,15.88222222
Ragi,2019,Kharif     ,Karnataka,625797,1092419,1422.3,107486892.7,231544.89,1.675357143
Ragi,2019,Rabi       ,Karnataka,41861,59315,1422.3,7190045.36,15488.57,1.409259259
Ragi,2019,Summer     ,Karnataka,6055,10797,1422.3,1040006.8,2240.35,1.806666667
Rapeseed &Mustard,2019,Kharif     ,Karnataka,230,54,1422.3,39504.8,85.1,0.166842105
Rice,2019,Kharif     ,Karnataka,964087,3088937,1422.3,165591583.1,356712.19,2.924
Rice,2019,Rabi       ,Karnataka,11266,31038,1422.3,1935048.16,4168.42,2.881428571
Rice,2019,Summer     ,Karnataka,272701,827998,1422.3,46839123.76,100899.37,2.86862069
Safflower,2019,Rabi       ,Karnataka,26593,24556,1422.3,4567613.68,9839.41,0.8256
Sannhamp,2019,Whole Year ,Karnataka,2081,1238,1422.3,357432.56,769.97,0.644615385
Sesamum,2019,Kharif     ,Karnataka,30964,26306,1422.3,5318376.64,11456.68,0.818888889
Small millets,2019,Kharif     ,Karnataka,52381,38089,1422.3,8996960.56,19380.97,0.555357143
Soyabean,2019,Kharif     ,Karnataka,336850,378700,1422.3,57857356,124634.5,1.065555556
Sugarcane,2019,Whole Year ,Karnataka,428540,36034028,1422.3,73606030.4,158559.8,81.45551724
Sunflower,2019,Kharif     ,Karnataka,105942,80163,1422.3,18196597.92,39198.54,0.726
Sunflower,2019,Rabi       ,Karnataka,25163,18299,1422.3,4321996.88,9310.31,0.904210526
Sunflower,2019,Summer     ,Karnataka,4487,4869,1422.3,770687.12,1660.19,1.268181818
Sweet potato,2019,Whole Year ,Karnataka,5105,98495,1422.3,876834.8,1888.85,18.80518519
Tapioca,2019,Whole Year ,Karnataka,860,10921,1422.3,147713.6,318.2,12.70956522
Tobacco,2019,Whole Year ,Karnataka,95479,83000,1422.3,16399473.04,35327.23,0.883076923
Turmeric,2019,Whole Year ,Karnataka,20740,132668,1422.3,3562302.4,7673.8,6.133571429
Urad,2019,Kharif     ,Karnataka,68513,32210,1422.3,11767792.88,25349.81,0.384285714
Urad,2019,Rabi       ,Karnataka,2875,1341,1422.3,493810,1063.75,0.3375
Urad,2019,Summer     ,Karnataka,223,105,1422.3,38302.48,82.51,0.437272727
Wheat,2019,Rabi       ,Karnataka,158319,180114,1422.3,27192871.44,58578.03,1.08125
Arecanut,2019,Whole Year ,Kerala,96921,92755,3119.2,16647150.96,35860.77,0.674285714
Arhar/Tur,2019,Whole Year ,Kerala,313,522,3119.2,53760.88,115.81,1.335
Banana,2019,Whole Year ,Kerala,60678,548425,3119.2,10422053.28,22450.86,8.815
Black pepper,2019,Whole Year ,Kerala,83765,34545,3119.2,14387476.4,30993.05,0.327142857
Cardamom,2019,Whole Year ,Kerala,39697,10076,3119.2,6818356.72,14687.89,0.062857143
Cashewnut,2019,Whole Year ,Kerala,39898,19444,3119.2,6852880.48,14762.26,0.273571429
Coconut ,2019,Whole Year ,Kerala,760776,4814000000,3119.2,130670885.8,281487.12,5882.037143
Cotton(lint),2019,Whole Year ,Kerala,54,82,3119.2,9275.04,19.98,1.51
Garlic,2019,Whole Year ,Kerala,191,990,3119.2,32806.16,70.67,5.18
Ginger,2019,Whole Year ,Kerala,2819,11917,3119.2,484191.44,1043.03,3.65
Gram,2019,Whole Year ,Kerala,600,454,3119.2,103056,222,0.767142857
Groundnut,2019,Whole Year ,Kerala,117,147,3119.2,20095.92,43.29,1.26
Jowar,2019,Whole Year ,Kerala,285,235,3119.2,48951.6,105.45,0.82
Maize,2019,Whole Year ,Kerala,113,140,3119.2,19408.88,41.81,1.82
Other  Rabi pulses,2019,Rabi       ,Kerala,1256,1131,3119.2,215730.56,464.72,1.098888889
Other Kharif pulses,2019,Kharif     ,Kerala,91,76,3119.2,15630.16,33.67,2.4
Potato,2019,Whole Year ,Kerala,490,6569,3119.2,84162.4,181.3,13.41
Ragi,2019,Whole Year ,Kerala,213,261,3119.2,36584.88,78.81,1.36
Rice,2019,Autumn     ,Kerala,55895,145076,3119.2,9600525.2,20681.15,1.949230769
Rice,2019,Summer     ,Kerala,61006,212586,3119.2,10478390.56,22572.22,2.815714286
Rice,2019,Winter     ,Kerala,81279,247879,3119.2,13960481.04,30073.23,2.503571429
Sesamum,2019,Whole Year ,Kerala,207.94,129,3119.2,35715.7744,76.9378,0.558
Small millets,2019,Kharif     ,Kerala,30,22,3119.2,5152.8,11.1,0.73
Small millets,2019,Rabi       ,Kerala,27,21,3119.2,4637.52,9.99,0.78
Sugarcane,2019,Whole Year ,Kerala,950.04,120835,3119.2,163178.8704,351.5148,83.834
Sunflower,2019,Whole Year ,Kerala,1,1,3119.2,171.76,0.37,1
Sweet potato,2019,Whole Year ,Kerala,194,2782,3119.2,33321.44,71.78,13.1125
Tapioca,2019,Whole Year ,Kerala,62070,2592633,3119.2,10661143.2,22965.9,41.95142857
Tobacco,2019,Whole Year ,Kerala,8,14,3119.2,1374.08,2.96,1.8
Turmeric,2019,Whole Year ,Kerala,2277,6653,3119.2,391097.52,842.49,2.848571429
Wheat,2019,Whole Year ,Kerala,1,2,3119.2,171.76,0.37,2
Arecanut,2019,Whole Year ,Tamil Nadu,6843,13543,910.1,1175353.68,2531.91,2.17
Arhar/Tur,2019,Kharif     ,Tamil Nadu,38920,49905,910.1,6684899.2,14400.4,1.2748
Arhar/Tur,2019,Rabi       ,Tamil Nadu,2894,3331,910.1,497073.44,1070.78,1.2344
Bajra,2019,Kharif     ,Tamil Nadu,50298,140059,910.1,8639184.48,18610.26,2.9272
Bajra,2019,Rabi       ,Tamil Nadu,17194,45024,910.1,2953241.44,6361.78,2.6984
Banana,2019,Whole Year ,Tamil Nadu,92440,3987895,910.1,15877494.4,34202.8,42.7084375
Black pepper,2019,Whole Year ,Tamil Nadu,6080,1306,910.1,1044300.8,2249.6,0.175555556
Cardamom,2019,Whole Year ,Tamil Nadu,3831,348,910.1,658012.56,1417.47,0.093333333
Cashewnut,2019,Whole Year ,Tamil Nadu,83977,25687,910.1,14423889.52,31071.49,0.335172414
Castor seed,2019,Kharif     ,Tamil Nadu,5259,1646,910.1,903285.84,1945.83,0.306428571
Coconut ,2019,Whole Year ,Tamil Nadu,438935,4946800000,910.1,75391475.6,162405.95,8795.260556
Coriander,2019,Whole Year ,Tamil Nadu,7397,3675,910.1,1270508.72,2736.89,0.470909091
Cotton(lint),2019,Kharif     ,Tamil Nadu,96681,235305,910.1,16605928.56,35771.97,2.533461538
Cotton(lint),2019,Rabi       ,Tamil Nadu,72817,182776,910.1,12507047.92,26942.29,2.717307692
Cowpea(Lobia),2019,Kharif     ,Tamil Nadu,47877,37536,910.1,8223353.52,17714.49,0.775833333
Cowpea(Lobia),2019,Rabi       ,Tamil Nadu,17959,12609,910.1,3084637.84,6644.83,0.6812
Dry chillies,2019,Whole Year ,Tamil Nadu,47991,29618,910.1,8242934.16,17756.67,0.919285714
Garlic,2019,Whole Year ,Tamil Nadu,1433,8519,910.1,246132.08,530.21,5.5525
Ginger,2019,Whole Year ,Tamil Nadu,193,3038,910.1,33149.68,71.41,16.075
Gram,2019,Rabi       ,Tamil Nadu,5552,5138,910.1,953611.52,2054.24,0.871538462
Groundnut,2019,Kharif     ,Tamil Nadu,209159,518418,910.1,35925149.84,77388.83,2.512333333
Groundnut,2019,Rabi       ,Tamil Nadu,137484,514485,910.1,23614251.84,50869.08,3.673448276
Horse-gram,2019,Kharif     ,Tamil Nadu,2439,1697,910.1,418922.64,902.43,0.725
Horse-gram,2019,Rabi       ,Tamil Nadu,76619,59679,910.1,13160079.44,28349.03,0.719565217
Jowar,2019,Kharif     ,Tamil Nadu,231845,276627,910.1,39821697.2,85782.65,1.238846154
Jowar,2019,Rabi       ,Tamil Nadu,218155,243194,910.1,37470302.8,80717.35,1.281851852
Maize,2019,Kharif     ,Tamil Nadu,168587,1506526,910.1,28956503.12,62377.19,8.614827586
Maize,2019,Rabi       ,Tamil Nadu,164978,1108221,910.1,28336621.28,61041.86,6.841666667
Moong(Green Gram),2019,Kharif     ,Tamil Nadu,22747,13049,910.1,3907024.72,8416.39,0.587407407
Moong(Green Gram),2019,Rabi       ,Tamil Nadu,149191,63365,910.1,25625046.16,55200.67,0.47137931
Onion,2019,Kharif     ,Tamil Nadu,11137,101952,910.1,1912891.12,4120.69,9.088148148
Onion,2019,Rabi       ,Tamil Nadu,22663,159883,910.1,3892596.88,8385.31,7.237407407
Other  Rabi pulses,2019,Rabi       ,Tamil Nadu,21610,14045,910.1,3711733.6,7995.7,0.776666667
Other Cereals,2019,Kharif     ,Tamil Nadu,2172,3175,910.1,373062.72,803.64,1.121875
Other Cereals,2019,Rabi       ,Tamil Nadu,5392,7193,910.1,926129.92,1995.04,1.282
Other Kharif pulses,2019,Kharif     ,Tamil Nadu,32430,27665,910.1,5570176.8,11999.1,0.746153846
Potato,2019,Kharif     ,Tamil Nadu,2900,60513,910.1,498104,1073,21.384
Potato,2019,Rabi       ,Tamil Nadu,1113,24207,910.1,191168.88,411.81,21.68
Ragi,2019,Kharif     ,Tamil Nadu,63650,190535,910.1,10932524,23550.5,2.928181818
Ragi,2019,Rabi       ,Tamil Nadu,20895,83939,910.1,3588925.2,7731.15,3.879230769
Rapeseed &Mustard,2019,Rabi       ,Tamil Nadu,137,33,910.1,23531.12,50.69,0.19
Rice,2019,Autumn     ,Tamil Nadu,206535,847692,910.1,35474451.6,76417.95,4.077241379
Rice,2019,Summer     ,Tamil Nadu,339990,1463054,910.1,58396682.4,125796.3,4.095
Rice,2019,Winter     ,Tamil Nadu,1360882,4954415,910.1,233745092.3,503526.34,3.818387097
Sesamum,2019,Kharif     ,Tamil Nadu,12123,6706,910.1,2082246.48,4485.51,0.534642857
Sesamum,2019,Rabi       ,Tamil Nadu,40895,29775,910.1,7024125.2,15131.15,0.680740741
Small millets,2019,Kharif     ,Tamil Nadu,17928,26280,910.1,3079313.28,6633.36,1.360769231
Sugarcane,2019,Whole Year ,Tamil Nadu,131207,14119210,910.1,22536114.32,48546.59,102.7843333
Sunflower,2019,Kharif     ,Tamil Nadu,168,168,910.1,28855.68,62.16,1
Sunflower,2019,Rabi       ,Tamil Nadu,4075,3663,910.1,699922,1507.75,1.099375
Sweet potato,2019,Whole Year ,Tamil Nadu,585,14383,910.1,100479.6,216.45,23.39619048
Tapioca,2019,Whole Year ,Tamil Nadu,81143,3065106,910.1,13937121.68,30022.91,40.04866667
Tobacco,2019,Whole Year ,Tamil Nadu,1658,2426,910.1,284778.08,613.46,1.397777778
Turmeric,2019,Whole Year ,Tamil Nadu,18432,96253,910.1,3165880.32,6819.84,5.298148148
Urad,2019,Kharif     ,Tamil Nadu,42597,35846,910.1,7316460.72,15760.89,0.854333333
Urad,2019,Rabi       ,Tamil Nadu,362726,281577,910.1,62301817.76,134208.62,0.759
Arhar/Tur,2016,Kharif     ,Arunachal Pradesh,790,643,2933.7,121067.5,276.5,0.761428571
Dry chillies,2016,Whole Year ,Arunachal Pradesh,3541,9915,2933.7,542658.25,1239.35,2.7195
Ginger,2016,Whole Year ,Arunachal Pradesh,7775,56758,2933.7,1191518.75,2721.25,6.432
Groundnut,2016,Kharif     ,Arunachal Pradesh,888,868,2933.7,136086,310.8,1.177142857
Maize,2016,Kharif     ,Arunachal Pradesh,50300,75450,2933.7,7708475,17605,1.584
Masoor,2016,Rabi       ,Arunachal Pradesh,413,202,2933.7,63292.25,144.55,0.511
Moong(Green Gram),2016,Kharif     ,Arunachal Pradesh,1287,1277,2933.7,197232.75,450.45,0.982941176
Other  Rabi pulses,2016,Rabi       ,Arunachal Pradesh,1243,765,2933.7,190489.75,435.05,0.691333333
Other Kharif pulses,2016,Kharif     ,Arunachal Pradesh,2450,2235,2933.7,375462.5,857.5,0.8725
Peas & beans (Pulses),2016,Kharif     ,Arunachal Pradesh,646,618,2933.7,98999.5,226.1,0.923157895
Peas & beans (Pulses),2016,Rabi       ,Arunachal Pradesh,3645,5189,2933.7,558596.25,1275.75,1.505263158
Potato,2016,Whole Year ,Arunachal Pradesh,5985,43092,2933.7,917201.25,2094.75,6.596
Rapeseed &Mustard,2016,Rabi       ,Arunachal Pradesh,27986,28514,2933.7,4288854.5,9795.1,1.233157895
Rice,2016,Kharif     ,Arunachal Pradesh,131000,220000,2933.7,20075750,45850,1.606
Sesamum,2016,Kharif     ,Arunachal Pradesh,2019,1795,2933.7,309411.75,706.65,0.848125
Small millets,2016,Kharif     ,Arunachal Pradesh,26500,27030,2933.7,4061125,9275,0.992
Soyabean,2016,Kharif     ,Arunachal Pradesh,3098,4398,2933.7,474768.5,1084.3,2.085263158
Sugarcane,2016,Whole Year ,Arunachal Pradesh,2075,44405,2933.7,317993.75,726.25,22.59461538
Sunflower,2016,Kharif     ,Arunachal Pradesh,540,433,2933.7,82755,189,0.818
Turmeric,2016,Whole Year ,Arunachal Pradesh,800,3600,2933.7,122600,280,4.386
Urad,2016,Kharif     ,Arunachal Pradesh,1118,966,2933.7,171333.5,391.3,0.828333333
Urad,2016,Rabi       ,Arunachal Pradesh,1408,1235,2933.7,215776,492.8,0.853333333
Wheat,2016,Rabi       ,Arunachal Pradesh,3910,7700,2933.7,599207.5,1368.5,2.105
other oilseeds,2016,Kharif     ,Arunachal Pradesh,684,616,2933.7,104823,239.4,1.0925
Arhar/Tur,2016,Kharif     ,Bihar,20980,33173,1205.6,3215185,7343,1.667714286
Bajra,2016,Kharif     ,Bihar,3564,4045,1205.6,546183,1247.4,1.13
Barley,2016,Rabi       ,Bihar,10823,16290,1205.6,1658624.75,3788.05,1.506538462
Castor seed,2016,Kharif     ,Bihar,77,74,1205.6,11800.25,26.95,0.9875
Coriander,2016,Whole Year ,Bihar,2852,2548,1205.6,437069,998.2,0.891481481
Garlic,2016,Whole Year ,Bihar,1866,2830,1205.6,285964.5,653.1,1.525517241
Ginger,2016,Whole Year ,Bihar,379,697,1205.6,58081.75,132.65,1.886470588
Gram,2016,Rabi       ,Bihar,59364,66502,1205.6,9097533,20777.4,1.098
Groundnut,2016,Kharif     ,Bihar,979,994,1205.6,150031.75,342.65,1.006666667
Horse-gram,2016,Kharif     ,Bihar,8300,7626,1205.6,1271975,2905,0.919444444
Jowar,2016,Kharif     ,Bihar,1796,1912,1205.6,275237,628.6,1.058333333
Jute,2016,Kharif     ,Bihar,91380,1355875,1205.6,14003985,31983,16.25875
Khesari,2016,Rabi       ,Bihar,52102,55176,1205.6,7984631.5,18235.7,0.947714286
Linseed,2016,Rabi       ,Bihar,12684,10561,1205.6,1943823,4439.4,0.838857143
Maize,2016,Autumn     ,Bihar,241450,624300,1205.6,37002212.5,84507.5,2.579459459
Maize,2016,Rabi       ,Bihar,284883,2131513,1205.6,43658319.75,99709.05,6.058181818
Maize,2016,Summer     ,Bihar,194577,1089887,1205.6,29818925.25,68101.95,4.561666667
Masoor,2016,Rabi       ,Bihar,146093,146875,1205.6,22388752.25,51132.55,0.934473684
Mesta,2016,Kharif     ,Bihar,16323,38666,1205.6,2501499.75,5713.05,2.346875
Moong(Green Gram),2016,Kharif     ,Bihar,10651,8329,1205.6,1632265.75,3727.85,0.76516129
Moong(Green Gram),2016,Summer     ,Bihar,161583,111547,1205.6,24762594.75,56554.05,0.781578947
Onion,2016,Rabi       ,Bihar,13634,161682,1205.6,2089410.5,4771.9,10.70864865
Other  Rabi pulses,2016,Rabi       ,Bihar,2341,2352,1205.6,358758.25,819.35,1.002352941
Other Kharif pulses,2016,Kharif     ,Bihar,2343,1858,1205.6,359064.75,820.05,0.835714286
Peas & beans (Pulses),2016,Rabi       ,Bihar,16401,16736,1205.6,2513453.25,5740.35,1.012368421
Potato,2016,Rabi       ,Bihar,92721,1263936,1205.6,14209493.25,32452.35,14.89184211
Potato,2016,Winter     ,Bihar,71980,882007,1205.6,11030935,25193,13.02875
Ragi,2016,Kharif     ,Bihar,4777,3456,1205.6,732075.25,1671.95,0.756
Rapeseed &Mustard,2016,Rabi       ,Bihar,82770,97684,1205.6,12684502.5,28969.5,1.115263158
Rice,2016,Autumn     ,Bihar,556827,949371,1205.6,85333737.75,194889.45,1.736153846
Rice,2016,Summer     ,Bihar,84323,224329,1205.6,12922499.75,29513.05,2.493333333
Rice,2016,Winter     ,Bihar,2698627,7065073,1205.6,413564587.8,944519.45,2.571052632
Safflower,2016,Rabi       ,Bihar,107,87,1205.6,16397.75,37.45,0.912
Sannhamp,2016,Kharif     ,Bihar,1201,971,1205.6,184053.25,420.35,0.832
Sesamum,2016,Kharif     ,Bihar,2032,1777,1205.6,311404,711.2,0.9192
Small millets,2016,Kharif     ,Bihar,4080,3095,1205.6,625260,1428,0.79
Sugarcane,2016,Whole Year ,Bihar,239567,13036006,1205.6,36713642.75,83848.45,65.16235294
Sunflower,2016,Rabi       ,Bihar,10286,14685,1205.6,1576329.5,3600.1,1.42125
Tobacco,2016,Whole Year ,Bihar,10046,17692,1205.6,1539549.5,3516.1,1.755
Turmeric,2016,Whole Year ,Bihar,3063,3082,1205.6,469404.75,1072.05,1.010909091
Urad,2016,Kharif     ,Bihar,12983,11491,1205.6,1989644.75,4544.05,0.904137931
Wheat,2016,Rabi       ,Bihar,2105811,5985841,1205.6,322715535.8,737033.85,2.781315789
Arhar/Tur,2016,Kharif     ,Chhattisgarh,63505,39056,1298.9,9732141.25,22226.75,0.592962963
Bajra,2016,Kharif     ,Chhattisgarh,90,50,1298.9,13792.5,31.5,0.71
Bajra,2016,Whole Year ,Chhattisgarh,1157,25093,1298.9,177310.25,404.95,22.46304348
Barley,2016,Rabi       ,Chhattisgarh,2065,1879,1298.9,316461.25,722.75,0.964285714
Castor seed,2016,Kharif     ,Chhattisgarh,114,31,1298.9,17470.5,39.9,0.22
Coriander,2016,Whole Year ,Chhattisgarh,2336,677,1298.9,357992,817.6,0.281923077
Cotton(lint),2016,Whole Year ,Chhattisgarh,79,147,1298.9,12106.75,27.65,2.162
Dry chillies,2016,Whole Year ,Chhattisgarh,6776,4418,1298.9,1038422,2371.6,0.645555556
Garlic,2016,Whole Year ,Chhattisgarh,1282,3212,1298.9,196466.5,448.7,2.903888889
Ginger,2016,Whole Year ,Chhattisgarh,2073,2473,1298.9,317687.25,725.55,1.158181818
Gram,2016,Rabi       ,Chhattisgarh,290655,338322,1298.9,44542878.75,101729.25,1.172
Groundnut,2016,Kharif     ,Chhattisgarh,26726,46931,1298.9,4095759.5,9354.1,1.67375
Horse-gram,2016,Kharif     ,Chhattisgarh,39873,15245,1298.9,6110537.25,13955.55,0.405217391
Horse-gram,2016,Rabi       ,Chhattisgarh,3855,1122,1298.9,590778.75,1349.25,0.273636364
Jowar,2016,Whole Year ,Chhattisgarh,4012,5436,1298.9,614839,1404.2,1.406521739
Jute,2016,Kharif     ,Chhattisgarh,241,0,1298.9,36933.25,84.35,0
Khesari,2016,Rabi       ,Chhattisgarh,222628,263154,1298.9,34117741,77919.8,1.545652174
Maize,2016,Kharif     ,Chhattisgarh,120547,309324,1298.9,18473827.75,42191.45,2.348518519
Masoor,2016,Rabi       ,Chhattisgarh,17080,6342,1298.9,2617510,5978,0.320869565
Mesta,2016,Kharif     ,Chhattisgarh,1057,1717,1298.9,161985.25,369.95,2.141764706
Moong(Green Gram),2016,Kharif     ,Chhattisgarh,9014,4071,1298.9,1381395.5,3154.9,0.398148148
Moong(Green Gram),2016,Rabi       ,Chhattisgarh,6168,2367,1298.9,945246,2158.8,0.3312
Niger seed,2016,Kharif     ,Chhattisgarh,60736,11387,1298.9,9307792,21257.6,0.20625
Onion,2016,Whole Year ,Chhattisgarh,5075,16342,1298.9,777743.75,1776.25,2.786956522
